Ano,NomeConcelho,CodNomeConcelho,Sigla,PVotos,Sigla_2,Sigla_3,Sigla_4,PVotos_2,PVotos_3,PVotos_4,PVotos_outros
1999,Mealhada,MEALHADA,PS,55.3,PPD/PSD,CDS/PP,PCP-PEV,29.8,6,5.9,0.9
1999,Vieira do Minho,VIEIRA DO MINHO,PS,44.5,PPD/PSD,CDS/PP,PCP-PEV,42.6,6.4,3,2.2
1999,Mêda,MÃŠDA,PPD/PSD,49.4,PS,CDS/PP,PCP-PEV,34.2,11.8,1.8,0.5
1999,Santo Tirso,SANTO TIRSO,PS,54.3,PPD/PSD,CDS/PP,PCP-PEV,29.9,7.3,5.5,1.6
1999,Vila Nova de Foz Côa,VILA NOVA DE FOZ CÃ”A,PPD/PSD,44.7,PS,CDS/PP,PCP-PEV,44.2,6.9,2.4,0.1
1999,Ponte de Lima,PONTE DE LIMA,PPD/PSD,37,CDS/PP,PS,PCP-PEV,32.1,25.9,2.9,0
1999,Évora,Ã‰VORA,PS,48.9,PPD/PSD,PCP-PEV,CDS/PP,20.3,19.9,6.4,2.5
1999,Cabeceiras de Basto,CABECEIRAS DE BASTO,PS,50.3,PPD/PSD,CDS/PP,PCP-PEV,40.3,5.8,1.6,0.4
1999,Cartaxo,CARTAXO,PS,54.7,PPD/PSD,PCP-PEV,CDS/PP,22,11.6,7.5,2.1
1999,Marinha Grande,MARINHA GRANDE,PS,45.8,PCP-PEV,PPD/PSD,CDS/PP,22.5,20.3,5.9,3.1
1999,Moura,MOURA,PS,54.7,PCP-PEV,PPD/PSD,CDS/PP,24.7,12.1,3.8,3
1999,Oleiros,OLEIROS,PPD/PSD,61.9,PS,CDS/PP,PCP-PEV,30.7,4.9,1.1,0
1999,Carregal do Sal,CARREGAL DO SAL,PPD/PSD,48.9,PS,CDS/PP,PCP-PEV,38.1,8.9,1.9,0.3
1999,Ansião,ANSIÃƒO,PPD/PSD,57.1,PS,CDS/PP,PCP-PEV,32,7.5,1.3,0.5
1999,Trancoso,TRANCOSO,PPD/PSD,47.4,PS,CDS/PP,PCP-PEV,38.3,10.4,1.8,0
1999,Lisboa,LISBOA,PS,40.7,PPD/PSD,PCP-PEV,CDS/PP,29.8,10.7,10.4,6.3
1999,Pinhel,PINHEL,PPD/PSD,43.5,PS,CDS/PP,PCP-PEV,39.6,11.4,3.4,0
1999,Arraiolos,ARRAIOLOS,PCP-PEV,39.9,PS,PPD/PSD,CDS/PP,37.8,15.3,3.1,1.8
1999,Espinho,ESPINHO,PS,46.8,PPD/PSD,PCP-PEV,CDS/PP,32.3,8.7,8.7,1.6
1999,Covilhã,COVILHÃƒ,PS,58.4,PPD/PSD,PCP-PEV,CDS/PP,21.9,10.4,6.2,1.2
1999,Ponte de Sor,PONTE DE SOR,PS,43.9,PCP-PEV,PPD/PSD,CDS/PP,27.4,20.6,4.8,1.4
1999,Almeirim,ALMEIRIM,PS,58.7,PPD/PSD,PCP-PEV,CDS/PP,20.6,11.3,6.2,1.3
1999,Amadora,AMADORA,PS,45.1,PPD/PSD,PCP-PEV,CDS/PP,24.4,16.1,7.2,5.1
1999,Manteigas,MANTEIGAS,PS,49.4,PPD/PSD,CDS/PP,PCP-PEV,30.5,9.6,8,0.4
1999,Fornos de Algodres,FORNOS DE ALGODRES,PPD/PSD,47.2,PS,CDS/PP,PCP-PEV,39,10.3,2.3,0
1999,Alcanena,ALCANENA,PS,44.6,PPD/PSD,CDS/PP,PCP-PEV,31.4,10.6,10.1,0.8
1999,Golegã,GOLEGÃƒ,PS,52.5,PPD/PSD,PCP-PEV,CDS/PP,19.2,17.4,7.6,1.6
1999,Armamar,ARMAMAR,PPD/PSD,57.4,PS,CDS/PP,PCP-PEV,28.3,9.3,2.5,0.3
1999,Viseu,VISEU,PPD/PSD,45,PS,CDS/PP,PCP-PEV,37.6,11.4,2.4,1.5
1999,Albergaria-a-Velha,ALBERGARIA-A-VELHA,PPD/PSD,41.6,PS,CDS/PP,PCP-PEV,34.7,19.1,2.6,0.4
1999,Cantanhede,CANTANHEDE,PPD/PSD,46.7,PS,CDS/PP,PCP-PEV,40.5,8.3,2.4,0.1
1999,Rio Maior,RIO MAIOR,PPD/PSD,42.4,PS,CDS/PP,PCP-PEV,40.5,10.6,3.8,0.3
1999,Alcobaça,ALCOBAÃ‡A,PPD/PSD,41.9,PS,CDS/PP,PCP-PEV,38.5,9.1,7.5,0.7
1999,Portimão,PORTIMÃƒO,PS,50.3,PPD/PSD,CDS/PP,PCP-PEV,27.7,8.7,8.6,2.2
1999,Lourinhã,LOURINHÃƒ,PPD/PSD,45.4,PS,CDS/PP,PCP-PEV,37.4,10.9,2.2,1.8
1999,Portel,PORTEL,PS,44.6,PCP-PEV,PPD/PSD,PCTP/MRPP,38.3,11.1,2.7,1.7
1999,Vila Nova de Cerveira,VILA NOVA DE CERVEIRA,PS,51.9,PPD/PSD,CDS/PP,PCP-PEV,35,7.8,2.5,0.8
1999,Faro,FARO,PS,47.2,PPD/PSD,PCP-PEV,CDS/PP,29.5,9.9,8.1,2.8
1999,Vila Franca de Xira,VILA FRANCA DE XIRA,PS,48.8,PCP-PEV,PPD/PSD,CDS/PP,21.4,18.9,5.4,3.6
1999,Montalegre,MONTALEGRE,PS,49,PPD/PSD,CDS/PP,PCP-PEV,43.5,3.6,1.7,0.2
1999,Vale de Cambra,VALE DE CAMBRA,PS,38.6,PPD/PSD,CDS/PP,PCP-PEV,34.9,22,2,0.3
1999,Ílhavo,Ã\u008dLHAVO,PPD/PSD,39.7,PS,CDS/PP,PCP-PEV,37.5,15.4,3.7,1.7
1999,Mondim de Basto,MONDIM DE BASTO,PPD/PSD,46.1,PS,CDS/PP,PCP-PEV,32.6,16.2,1.7,2.2
1999,Alcoutim,ALCOUTIM,PS,50.8,PPD/PSD,PCP-PEV,CDS/PP,37.1,6.7,3.1,0.4
1999,Celorico de Basto,CELORICO DE BASTO,PPD/PSD,49.8,PS,CDS/PP,PCP-PEV,35.2,10.7,1.7,1.1
1999,Caminha,CAMINHA,PS,48.2,PPD/PSD,CDS/PP,PCP-PEV,33,7.5,7.3,1.8
1999,Oliveira do Hospital,OLIVEIRA DO HOSPITAL,PS,44.9,PPD/PSD,CDS/PP,PCP-PEV,44.1,7.3,1.7,0.1
1999,Salvaterra de Magos,SALVATERRA DE MAGOS,PS,54.1,PPD/PSD,PCP-PEV,CDS/PP,20.3,15.3,6.4,1.9
1999,Palmela,PALMELA,PS,46.4,PCP-PEV,PPD/PSD,CDS/PP,24.1,18.5,5.8,3
1999,Castro Daire,CASTRO DAIRE,PPD/PSD,51.1,PS,CDS/PP,PCP-PEV,35.5,9.5,1.3,0.8
1999,São Pedro do Sul,SÃƒO PEDRO DO SUL,PS,43.7,PPD/PSD,CDS/PP,PCP-PEV,41.1,8.5,4,0.5
1999,Seia,SEIA,PS,48.2,PPD/PSD,CDS/PP,PCP-PEV,36.9,7.7,5,0
1999,Paredes,PAREDES,PPD/PSD,44.5,PS,CDS/PP,PCP-PEV,41.7,8.8,2.9,0.5
1999,Estarreja,ESTARREJA,PPD/PSD,42.7,PS,CDS/PP,PCP-PEV,37.7,12.6,4.2,1.2
1999,Guimarães,GUIMARÃƒES,PS,49,PPD/PSD,PCP-PEV,CDS/PP,30.1,8.9,8.5,2
1999,Sabrosa,SABROSA,PPD/PSD,47.8,PS,CDS/PP,PCP-PEV,41.6,6.2,2.2,0.3
1999,Cinfães,CINFÃƒES,PS,48.9,PPD/PSD,CDS/PP,PCP-PEV,37.3,8.4,2.4,1.1
1999,Gavião,GAVIÃƒO,PS,64.9,PPD/PSD,PCP-PEV,CDS/PP,17.9,10.3,4.2,0.5
1999,Arganil,ARGANIL,PPD/PSD,46.3,PS,CDS/PP,PCP-PEV,44.9,4.8,1.9,0
1999,Odivelas,ODIVELAS,PS,47.1,PPD/PSD,PCP-PEV,CDS/PP,26.8,12.7,7,4.2
1999,Sintra,SINTRA,PS,46.2,PPD/PSD,PCP-PEV,CDS/PP,26,12.9,7.7,4.9
1999,Ferreira do Alentejo,FERREIRA DO ALENTEJO,PS,49.6,PCP-PEV,PPD/PSD,CDS/PP,29.1,12.7,3.7,3.5
1999,Porto,PORTO,PS,43.9,PPD/PSD,CDS/PP,PCP-PEV,31.4,9.9,8.8,4.2
1999,Amares,AMARES,PPD/PSD,42.3,PS,CDS/PP,PCP-PEV,39.6,13.4,2.3,0.9
1999,Arcos de Valdevez,ARCOS DE VALDEVEZ,PPD/PSD,51,PS,CDS/PP,PCP-PEV,36.7,7.6,2.1,0.8
1999,Tavira,TAVIRA,PS,51.3,PPD/PSD,CDS/PP,PCP-PEV,32.8,5.8,5.8,1.3
1999,Lagoa,LAGOA,PS,52,PPD/PSD,CDS/PP,PCP-PEV,30.2,7.4,7.3,1
1999,Loulé,LOULÃ‰,PS,46,PPD/PSD,CDS/PP,PCP-PEV,37.8,8.1,4.5,0.9
1999,Odemira,ODEMIRA,PS,53.5,PCP-PEV,PPD/PSD,CDS/PP,21.1,15.3,4.9,2.9
1999,Braga,BRAGA,PS,45.4,PPD/PSD,CDS/PP,PCP-PEV,32.2,9.2,8.6,2.9
1999,Aljezur,ALJEZUR,PS,53.7,PPD/PSD,PCP-PEV,CDS/PP,20.1,14,6.8,2.3
1999,Marco de Canaveses,MARCO DE CANAVESES,PS,48.5,PPD/PSD,CDS/PP,PCP-PEV,36.8,9,2.9,1.3
1999,Góis,GÃ“IS,PS,55.8,PPD/PSD,CDS/PP,PCP-PEV,36.6,3.5,1.5,0
1999,Sernancelhe,SERNANCELHE,PPD/PSD,44.7,PS,CDS/PP,PCP-PEV,33.7,18.7,0.9,0.3
1999,Ourém,OURÃ‰M,PPD/PSD,58.4,PS,CDS/PP,PCP-PEV,25.8,12.3,1.5,0.2
1999,Penamacor,PENAMACOR,PS,54.3,PPD/PSD,CDS/PP,PCP-PEV,31,9,2.9,0
1999,Sines,SINES,PS,47.4,PCP-PEV,PPD/PSD,CDS/PP,25.4,16.4,4.9,3.9
1999,Torres Novas,TORRES NOVAS,PS,48.6,PPD/PSD,PCP-PEV,CDS/PP,27.9,10.4,7.7,2.8
1999,Amarante,AMARANTE,PS,53.6,PPD/PSD,CDS/PP,PCP-PEV,35.5,5.1,2.7,1.6
1999,Penacova,PENACOVA,PS,44.6,PPD/PSD,CDS/PP,PCP-PEV,44.3,5.4,4.1,0
1999,Póvoa de Varzim,PÃ“VOA DE VARZIM,PPD/PSD,43,PS,CDS/PP,PCP-PEV,36.6,13.5,4,1.3
1999,Santiago do Cacém,SANTIAGO DO CACÃ‰M,PS,44.9,PCP-PEV,PPD/PSD,CDS/PP,25,19.3,5.4,3.4
1999,Águeda,Ã\u0081GUEDA,PS,41.5,PPD/PSD,CDS/PP,PCP-PEV,39.2,13.3,3.5,1
1999,Arronches,ARRONCHES,PS,55.7,PPD/PSD,PCP-PEV,CDS/PP,25.1,11.8,5.5,0.4
1999,Figueira da Foz,FIGUEIRA DA FOZ,PS,47.7,PPD/PSD,PCP-PEV,CDS/PP,36.9,6.7,5.3,1.1
1999,Mação,MAÃ‡ÃƒO,PS,44.2,PPD/PSD,CDS/PP,PCP-PEV,42.6,7.3,3.4,0.2
1999,Mértola,MÃ‰RTOLA,PS,44.1,PCP-PEV,PPD/PSD,PCTP/MRPP,37.1,10.4,2.9,3.1
1999,Vila Nova de Famalicão,VILA NOVA DE FAMALICÃƒO,PS,47.4,PPD/PSD,CDS/PP,PCP-PEV,36,8.5,5.3,1.5
1999,Vila Nova da Barquinha,VILA NOVA DA BARQUINHA,PS,54.7,PPD/PSD,PCP-PEV,CDS/PP,23.6,9.9,7.5,1.8
1999,Arouca,AROUCA,PPD/PSD,47.8,PS,CDS/PP,PCP-PEV,30.3,17.7,1.6,1.2
1999,Sabugal,SABUGAL,PS,42.4,PPD/PSD,CDS/PP,PCP-PEV,41.9,11.1,2.5,0
1999,Alvaiázere,ALVAIÃ\u0081ZERE,PPD/PSD,69.4,PS,CDS/PP,PCP-PEV,19.1,9.2,0.7,0.4
1999,Óbidos,Ã“BIDOS,PS,48.2,PPD/PSD,CDS/PP,PCP-PEV,36.3,7.7,4.6,1.3
1999,Marvão,MARVÃƒO,PS,55.3,PPD/PSD,CDS/PP,PCP-PEV,29.6,8.2,3.7,0.9
1999,Aveiro,AVEIRO,PS,37.8,PPD/PSD,CDS/PP,PCP-PEV,36,18.2,3.8,2.2
1999,Portalegre,PORTALEGRE,PS,51.4,PPD/PSD,PCP-PEV,CDS/PP,29.9,7.9,7.2,1.7
1999,Tabuaço,TABUAÃ‡O,PPD/PSD,44.2,PS,CDS/PP,PCP-PEV,35.2,16.6,1.2,0.8
1999,Serpa,SERPA,PCP-PEV,40.4,PS,PPD/PSD,CDS/PP,38.4,13.4,3.9,2.1
1999,Penela,PENELA,PPD/PSD,53,PS,CDS/PP,PCP-PEV,38.2,4.5,1.8,0
1999,Valpaços,VALPAÃ‡OS,PPD/PSD,65.9,PS,CDS/PP,PCP-PEV,25.4,6.2,0.8,0
1999,Paços de Ferreira,PAÃ‡OS DE FERREIRA,PPD/PSD,44.1,PS,CDS/PP,PCP-PEV,42.7,7.9,3.2,0.9
1999,Vila Nova de Gaia,VILA NOVA DE GAIA,PS,50.4,PPD/PSD,PCP-PEV,CDS/PP,30.9,7.3,7.3,2.3
1999,Alter do Chão,ALTER DO CHÃƒO,PS,48.5,PPD/PSD,PCP-PEV,CDS/PP,24.5,17.3,6,1.8
1999,Condeixa-a-Nova,CONDEIXA-A-NOVA,PS,54.1,PPD/PSD,PCP-PEV,CDS/PP,30.6,7.9,4.2,0.9
1999,Belmonte,BELMONTE,PS,58.7,PPD/PSD,CDS/PP,PCP-PEV,27.6,6.2,5.2,0
1999,Aguiar da Beira,AGUIAR DA BEIRA,PPD/PSD,50.6,PS,CDS/PP,PCP-PEV,27.3,20.1,0.9,0
1999,Vila Pouca de Aguiar,VILA POUCA DE AGUIAR,PPD/PSD,44,PS,CDS/PP,PCP-PEV,42.9,7.1,3.1,0.9
1999,Pombal,POMBAL,PPD/PSD,53.5,PS,CDS/PP,PCP-PEV,34.1,8.2,1.5,0.8
1999,Tondela,TONDELA,PPD/PSD,49.9,PS,CDS/PP,PCP-PEV,33.7,11.8,1.9,0.4
1999,Mangualde,MANGUALDE,PPD/PSD,44.8,PS,CDS/PP,PCP-PEV,41.3,9,2.3,0.5
1999,Macedo de Cavaleiros,MACEDO DE CAVALEIROS,PPD/PSD,41.9,PS,CDS/PP,PCP-PEV,39.7,14.3,2,0
1999,Moita,MOITA,PS,39.7,PCP-PEV,PPD/PSD,CDS/PP,35.2,14.3,4.6,4
1999,Torres Vedras,TORRES VEDRAS,PS,45.2,PPD/PSD,PCP-PEV,CDS/PP,32.7,9.4,7.8,2.9
1999,Ribeira de Pena,RIBEIRA DE PENA,PPD/PSD,47.4,PS,CDS/PP,PCP-PEV,44.3,4.9,1.1,1.4
1999,Viana do Castelo,VIANA DO CASTELO,PS,43.4,PPD/PSD,CDS/PP,PCP-PEV,31.8,11.5,9.1,2.4
1999,Pampilhosa da Serra,PAMPILHOSA DA SERRA,PPD/PSD,50.9,PS,CDS/PP,PCP-PEV,42.7,2.9,1.5,0.1
1999,Vila Nova de Poiares,VILA NOVA DE POIARES,PS,44.7,PPD/PSD,CDS/PP,PCP-PEV,43.5,6.7,2.9,0
1999,Monforte,MONFORTE,PS,56.1,PCP-PEV,PPD/PSD,CDS/PP,17.8,15.6,6.8,2
1999,Vagos,VAGOS,PPD/PSD,52.7,CDS/PP,PS,BE,29.5,15.1,1,0
1999,Castro Marim,CASTRO MARIM,PS,58.4,PPD/PSD,PCP-PEV,CDS/PP,28.8,5.3,4.7,0
1999,Mortágua,MORTÃ\u0081GUA,PPD/PSD,45,PS,CDS/PP,PCP-PEV,43.6,5.7,2.6,0.4
1999,Porto de Mós,PORTO DE MÃ“S,PPD/PSD,44,PS,CDS/PP,PCP-PEV,37.3,12.8,2.8,0.9
1999,Monção,MONÃ‡ÃƒO,PS,41.4,PPD/PSD,CDS/PP,PCP-PEV,37.9,15.9,1.7,1.5
1999,Barreiro,BARREIRO,PS,41.4,PCP-PEV,PPD/PSD,CDS/PP,34.7,13.7,4.3,3.9
1999,Barrancos,BARRANCOS,PS,53.4,PCP-PEV,CDS/PP,PPD/PSD,28.9,8.4,4.3,1.5
1999,Sobral de Monte Agraço,SOBRAL DE MONTE AGRAÃ‡O,PS,44.5,PCP-PEV,PPD/PSD,CDS/PP,22.5,20.7,6.3,3.7
1999,Vila Verde,VILA VERDE,PPD/PSD,50.9,PS,CDS/PP,PCP-PEV,33.3,10.9,2.1,1.2
1999,Matosinhos,MATOSINHOS,PS,54.2,PPD/PSD,PCP-PEV,CDS/PP,26.4,7.7,7,2.8
1999,Montijo,MONTIJO,PS,47.1,PPD/PSD,PCP-PEV,CDS/PP,21.9,19.1,6.9,3
1999,Nelas,NELAS,PS,44.8,PPD/PSD,CDS/PP,PCP-PEV,42.3,8.7,2,0
1999,São João da Pesqueira,SÃƒO JOÃƒO DA PESQUEIRA,PPD/PSD,44.2,PS,CDS/PP,PCP-PEV,41.7,8.4,2.4,1.4
1999,Vila do Conde,VILA DO CONDE,PS,53.1,PPD/PSD,CDS/PP,PCP-PEV,32.4,7,4.5,1.6
1999,Batalha,BATALHA,PPD/PSD,48,PS,CDS/PP,PCP-PEV,27.7,20,1.7,0
1999,Elvas,ELVAS,PS,62.4,PPD/PSD,CDS/PP,PCP-PEV,19.3,7.7,7.4,1.5
1999,Leiria,LEIRIA,PPD/PSD,47.2,PS,CDS/PP,PCP-PEV,33.7,12.8,2.9,1.1
1999,Vila Nova de Paiva,VILA NOVA DE PAIVA,PPD/PSD,41.4,PS,CDS/PP,PCP-PEV,34.5,20,1.2,0.4
1999,Maia,MAIA,PS,49.5,PPD/PSD,CDS/PP,PCP-PEV,33.2,7,6.1,2.1
1999,Grândola,GRÃ‚NDOLA,PS,43.5,PCP-PEV,PPD/PSD,CDS/PP,31.6,16.5,3.6,3.2
1999,Arruda dos Vinhos,ARRUDA DOS VINHOS,PS,51,PPD/PSD,PCP-PEV,CDS/PP,27.6,11.4,5.8,2.1
1999,Albufeira,ALBUFEIRA,PS,47.3,PPD/PSD,CDS/PP,PCP-PEV,34.1,8.2,6.6,1.2
1999,Sever do Vouga,SEVER DO VOUGA,PPD/PSD,49.7,PS,CDS/PP,PCP-PEV,25.5,20.4,1.9,0.7
1999,Idanha-a-Nova,IDANHA-A-NOVA,PS,58,PPD/PSD,CDS/PP,PCP-PEV,30.4,5.1,3.8,0.2
1999,Estremoz,ESTREMOZ,PS,48.4,PPD/PSD,PCP-PEV,CDS/PP,25.4,15.9,6.3,1.9
1999,Vila Velha de Ródão,VILA VELHA DE RÃ“DÃƒO,PS,59.9,PPD/PSD,PCP-PEV,CDS/PP,29.7,5.7,2.6,0.4
1999,Fundão,FUNDÃƒO,PS,57.9,PPD/PSD,CDS/PP,PCP-PEV,28.5,5.6,4.8,1
1999,Anadia,ANADIA,PPD/PSD,46.4,PS,CDS/PP,PCP-PEV,34.8,13.9,2.3,0.4
1999,Santa Maria da Feira,SANTA MARIA DA FEIRA,PS,48.2,PPD/PSD,CDS/PP,PCP-PEV,36.9,9.3,3.2,0.9
1999,Baião,BAIÃƒO,PS,54.3,PPD/PSD,CDS/PP,PCP-PEV,36.7,4.6,2.1,0.3
1999,Almeida,ALMEIDA,PPD/PSD,41.2,PS,CDS/PP,PCP-PEV,41,12.7,3,0.1
1999,Monchique,MONCHIQUE,PS,53.1,PPD/PSD,PCP-PEV,CDS/PP,31.4,7.1,5,0.7
1999,Caldas da Rainha,CALDAS DA RAINHA,PPD/PSD,42.2,PS,CDS/PP,PCP-PEV,38.4,10.7,4.8,1.9
1999,Santarém,SANTARÃ‰M,PS,48.8,PPD/PSD,PCP-PEV,CDS/PP,28.5,10.1,8.4,1.8
1999,Vouzela,VOUZELA,PPD/PSD,48.9,PS,CDS/PP,PCP-PEV,35.9,9.7,2.6,1.2
1999,Carrazeda de Ansiães,CARRAZEDA DE ANSIÃƒES,PPD/PSD,50.1,PS,CDS/PP,PCP-PEV,35.7,10.3,2,0
1999,Gouveia,GOUVEIA,PS,46.5,PPD/PSD,CDS/PP,PCP-PEV,39,8,4,0
1999,Moimenta da Beira,MOIMENTA DA BEIRA,PPD/PSD,42.6,PS,CDS/PP,PCP-PEV,38.5,13.8,2.5,0.6
1999,Torre de Moncorvo,TORRE DE MONCORVO,PPD/PSD,44.3,PS,CDS/PP,PCP-PEV,42.5,9,2.5,0
1999,Olhão,OLHÃƒO,PS,49.5,PPD/PSD,CDS/PP,PCP-PEV,28.1,9.8,8.2,2
1999,Pedrógão Grande,PEDRÃ“GÃƒO GRANDE,PPD/PSD,60.6,PS,CDS/PP,PCP-PEV,31.4,4.8,1,0
1999,Oliveira de Azeméis,OLIVEIRA DE AZEMÃ‰IS,PS,43.4,PPD/PSD,CDS/PP,PCP-PEV,37.6,14.4,2.4,0.6
1999,Resende,RESENDE,PS,47.1,PPD/PSD,CDS/PP,PCP-PEV,42.4,6.7,1.5,0.4
1999,Alpiarça,ALPIARÃ‡A,PS,46.7,PCP-PEV,PPD/PSD,CDS/PP,36,10.3,3.3,2.6
1999,Mogadouro,MOGADOURO,PPD/PSD,55.5,PS,CDS/PP,PCP-PEV,34.6,6.9,1.2,0
1999,Setúbal,SETÃšBAL,PS,47.1,PPD/PSD,PCP-PEV,CDS/PP,20.1,19.7,6.9,4.4
1999,Castro Verde,CASTRO VERDE,PS,49.3,PCP-PEV,PPD/PSD,CDS/PP,30.6,12.4,2.7,3.2
1999,Lousã,LOUSÃƒ,PS,57.4,PPD/PSD,CDS/PP,PCP-PEV,29.6,6.4,3.7,0.3
1999,Santa Comba Dão,SANTA COMBA DÃƒO,PPD/PSD,47,PS,CDS/PP,PCP-PEV,40.1,8.3,1.6,0.2
1999,Avis,AVIS,PCP-PEV,46,PS,PPD/PSD,CDS/PP,31.5,16.9,2.7,0.6
1999,Entroncamento,ENTRONCAMENTO,PS,50.8,PPD/PSD,PCP-PEV,CDS/PP,24.6,10.5,7.9,3.5
1999,Vila Viçosa,VILA VIÃ‡OSA,PS,48.4,PPD/PSD,PCP-PEV,CDS/PP,22.5,17.9,6.9,2.6
1999,Vila de Rei,VILA DE REI,PPD/PSD,67,PS,CDS/PP,PCP-PEV,18.6,10.5,1.5,0
1999,Figueiró dos Vinhos,FIGUEIRÃ“ DOS VINHOS,PPD/PSD,54.4,PS,CDS/PP,PCP-PEV,35.8,6.5,1.4,0
1999,Fronteira,FRONTEIRA,PS,50.7,PPD/PSD,PCP-PEV,CDS/PP,27.4,13,5.8,0.3
1999,Trofa,TROFA,PS,43.8,PPD/PSD,CDS/PP,PCP-PEV,41.8,8.5,3.5,0.8
1999,Penedono,PENEDONO,PPD/PSD,46.9,PS,CDS/PP,PCP-PEV,40,6.9,2.8,1.6
1999,Alijó,ALIJÃ“,PS,43.8,PPD/PSD,CDS/PP,PCP-PEV,43.6,7.6,2.4,0.2
1999,Mesão Frio,MESÃƒO FRIO,PS,45.1,PPD/PSD,CDS/PP,PCP-PEV,42.3,8.1,2,1
1999,Castanheira de Pêra,CASTANHEIRA DE PÃŠRA,PS,59.7,PPD/PSD,CDS/PP,PCP-PEV,31.8,4,2.6,0
1999,Chamusca,CHAMUSCA,PS,54.4,PCP-PEV,PPD/PSD,CDS/PP,18,17.3,6.3,2.4
1999,Valença,VALENÃ‡A,PS,45.1,PPD/PSD,CDS/PP,PCP-PEV,38.9,11.1,2.3,0.9
1999,Alenquer,ALENQUER,PS,51.5,PPD/PSD,PCP-PEV,CDS/PP,22.4,15.4,6.3,2.4
1999,São João da Madeira,SÃƒO JOÃƒO DA MADEIRA,PS,49,PPD/PSD,CDS/PP,PCP-PEV,30.3,12.3,5.3,1.5
1999,Bragança,BRAGANÃ‡A,PS,44.3,PPD/PSD,CDS/PP,PCP-PEV,42.7,6.8,3.7,0.4
1999,Vila do Bispo,VILA DO BISPO,PS,55.8,PPD/PSD,PCP-PEV,CDS/PP,24.8,8.7,6.5,2.2
1995,Vila Real de Santo António,VILA REAL DE SANTO ANTÃ“NIO,PS,51.9,PPD/PSD,PCP-PEV,CDS/PP,21.7,18.5,5.4,0.9
1995,Nazaré,NAZARÃ‰,PS,51.9,PPD/PSD,CDS/PP,PCP-PEV,32.2,7,6.5,0.3
1995,Oliveira do Bairro,OLIVEIRA DO BAIRRO,PPD/PSD,58.9,CDS/PP,PS,PCP-PEV,20.5,18.9,0.9,0
1995,Cuba,CUBA,PS,43.6,PCP-PEV,PPD/PSD,CDS/PP,35.5,12.2,4.2,2.6
1995,Santa Marta de Penaguião,SANTA MARTA DE PENAGUIÃƒO,PS,50.7,PPD/PSD,CDS/PP,PCP-PEV,40.9,5.2,1.6,0.1
1995,Tarouca,TAROUCA,PPD/PSD,45.5,PS,CDS/PP,PCP-PEV,35.4,12.7,3.5,0.3
1995,Montemor-o-Velho,MONTEMOR-O-VELHO,PS,56.8,PPD/PSD,CDS/PP,PCP-PEV,29.9,5.7,5.4,0
1995,Alvito,ALVITO,PS,42,PCP-PEV,PPD/PSD,PCTP/MRPP,31.6,19.4,2.6,2
1995,Proença-a-Nova,PROENÃ‡A-A-NOVA,PPD/PSD,55,PS,CDS/PP,PCP-PEV,34.9,7.9,0.7,0
1995,Constância,CONSTÃ‚NCIA,PS,59.8,PPD/PSD,PCP-PEV,CDS/PP,20,9.4,7.5,1.8
1995,Alcácer do Sal,ALCÃ\u0081CER DO SAL,PS,46,PCP-PEV,PPD/PSD,CDS/PP,31,12.2,4.9,3.8
1995,Reguengos de Monsaraz,REGUENGOS DE MONSARAZ,PS,55.6,PPD/PSD,PCP-PEV,CDS/PP,19.8,16.8,4.1,1.9
1995,Celorico da Beira,CELORICO DA BEIRA,PPD/PSD,44.7,PS,CDS/PP,PCP-PEV,41.1,10.2,1.7,0
1995,Murtosa,MURTOSA,PPD/PSD,65.2,PS,CDS/PP,PCP-PEV,23.2,9.8,0.7,0
1995,Miranda do Corvo,MIRANDA DO CORVO,PS,56.3,PPD/PSD,CDS/PP,PCP-PEV,35.9,4,2.1,0
1995,Penalva do Castelo,PENALVA DO CASTELO,PPD/PSD,47.1,PS,CDS/PP,PCP-PEV,39.3,10.5,1.3,0
1995,Ovar,OVAR,PS,49.5,PPD/PSD,CDS/PP,PCP-PEV,35.8,7.7,4.9,0.5
1995,Azambuja,AZAMBUJA,PS,53.7,PPD/PSD,PCP-PEV,CDS/PP,19.9,14.5,7.5,2.2
1995,Lamego,LAMEGO,PS,42.9,PPD/PSD,CDS/PP,PCP-PEV,42.1,10.3,2.8,0
1995,Coimbra,COIMBRA,PS,52.9,PPD/PSD,PCP-PEV,CDS/PP,28.1,8.6,8.3,0
1995,Loures,LOURES,PS,47.9,PPD/PSD,PCP-PEV,CDS/PP,25.7,15.3,7.7,1.5
1995,São Brás de Alportel,SÃƒO BRÃ\u0081S DE ALPORTEL,PS,51.7,PPD/PSD,PCP-PEV,CDS/PP,34.7,5.7,5.5,0
1995,Póvoa de Lanhoso,PÃ“VOA DE LANHOSO,PPD/PSD,48.6,PS,CDS/PP,PCP-PEV,38.9,9.6,1.3,0
1995,Abrantes,ABRANTES,PS,55.5,PPD/PSD,PCP-PEV,CDS/PP,26.2,7.9,6.8,1.3
1995,Terras de Bouro,TERRAS DE BOURO,PPD/PSD,54.5,PS,CDS/PP,PCP-PEV,28.7,12.3,2.5,0.5
1995,Esposende,ESPOSENDE,PPD/PSD,46.5,PS,CDS/PP,PCP-PEV,30.8,18.7,2.5,0
1995,Vinhais,VINHAIS,PS,45.9,PPD/PSD,CDS/PP,PCP-PEV,44.6,6.6,1.4,0
