Ano,NomeConcelho,CodNomeConcelho,Sigla,PVotos,Sigla_2,Sigla_3,Sigla_4,PVotos_2,PVotos_3,PVotos_4,PVotos_outros
1995,Vimioso,VIMIOSO,PPD/PSD,54.4,PS,CDS/PP,PCP-PEV,37.9,4,1.5,0
1995,Almada,ALMADA,PS,45.8,PCP-PEV,PPD/PSD,CDS/PP,21.9,20.8,7.7,2
1995,Alfândega da Fé,ALFÃ‚NDEGA DA FÃ‰,PPD/PSD,47.5,PS,CDS/PP,PCP-PEV,41.2,7.3,2.6,0
1995,Cadaval,CADAVAL,PS,46,PPD/PSD,CDS/PP,PCP-PEV,39.6,8.7,2.8,1
1995,Castelo de Vide,CASTELO DE VIDE,PS,55.3,PPD/PSD,PCP-PEV,CDS/PP,25.1,7.8,7.2,1.9
1995,Lousada,LOUSADA,PS,53,PPD/PSD,CDS/PP,PCP-PEV,38,4.5,3,0
1995,Crato,CRATO,PS,50.1,PCP-PEV,PPD/PSD,CDS/PP,19.8,17.7,5.9,3.9
1995,Bombarral,BOMBARRAL,PS,39.1,PPD/PSD,CDS/PP,PCP-PEV,38.1,15.1,5.7,0.3
1995,Sousel,SOUSEL,PS,43.6,PPD/PSD,PCP-PEV,CDS/PP,32.1,15.7,4.6,2
1995,Oliveira de Frades,OLIVEIRA DE FRADES,PPD/PSD,51.6,PS,CDS/PP,PCP-PEV,33.7,11.3,1.7,0
1995,Viana do Alentejo,VIANA DO ALENTEJO,PS,38.6,PCP-PEV,PPD/PSD,CDS/PP,34.2,17.4,3.9,3.4
1995,Campo Maior,CAMPO MAIOR,PS,53.7,PCP-PEV,PPD/PSD,CDS/PP,26.1,13.5,3.3,1.7
1995,Silves,SILVES,PS,49.6,PPD/PSD,PCP-PEV,CDS/PP,28.1,12.2,6.3,1.3
1995,Valongo,VALONGO,PS,48.5,PPD/PSD,PCP-PEV,CDS/PP,36.3,7.3,6.3,0
1995,Sertã,SERTÃƒ,PPD/PSD,57.4,PS,CDS/PP,PCP-PEV,32.6,7.7,0.8,0
1995,Barcelos,BARCELOS,PPD/PSD,48.6,PS,CDS/PP,PCP-PEV,35.2,11.9,2.7,0
1995,Borba,BORBA,PS,52.4,PCP-PEV,PPD/PSD,CDS/PP,20.8,18.1,4.5,2.3
1995,Beja,BEJA,PS,45.9,PCP-PEV,PPD/PSD,CDS/PP,30.5,16.4,4.3,1.4
1995,Lagos,LAGOS,PS,53.3,PPD/PSD,PCP-PEV,CDS/PP,24.3,9.5,9.4,1.2
1995,Vila Real,VILA REAL,PS,44,PPD/PSD,CDS/PP,PCP-PEV,42.4,9,2.5,0.4
1995,Gondomar,GONDOMAR,PS,47.2,PPD/PSD,PCP-PEV,CDS/PP,35.8,9,6.3,0
1995,Almodôvar,ALMODÃ”VAR,PS,59.1,PPD/PSD,PCP-PEV,CDS/PP,20.1,12.7,4.5,1.1
1995,Benavente,BENAVENTE,PS,42.4,PCP-PEV,PPD/PSD,CDS/PP,24,20.2,8.6,2.9
1995,Sátão,SÃ\u0081TÃƒO,PPD/PSD,49.6,PS,CDS/PP,PCP-PEV,30.9,17.1,0.5,0
1995,Peso da Régua,PESO DA RÃ‰GUA,PS,51.4,PPD/PSD,CDS/PP,PCP-PEV,33.4,9.5,3.7,0
1995,Sesimbra,SESIMBRA,PS,47.9,PPD/PSD,PCP-PEV,CDS/PP,21.5,17.8,8.2,2.5
1995,Felgueiras,FELGUEIRAS,PS,51,PPD/PSD,CDS/PP,PCP-PEV,39,5.2,3,0.3
1995,Mafra,MAFRA,PS,44.1,PPD/PSD,CDS/PP,PCP-PEV,38.4,8.8,5.5,0.7
1995,Tomar,TOMAR,PS,44.5,PPD/PSD,CDS/PP,PCP-PEV,38.5,10.5,4,0
1995,Alcochete,ALCOCHETE,PS,48.3,PCP-PEV,PPD/PSD,CDS/PP,25,16.5,5.7,3.1
1995,Mirandela,MIRANDELA,PPD/PSD,48.7,PS,CDS/PP,PCP-PEV,35.4,11.6,3.1,0
1995,Ferreira do Zêzere,FERREIRA DO ZÃŠZERE,PPD/PSD,52.8,PS,CDS/PP,PCP-PEV,32.2,11,1.3,0
1995,Fafe,FAFE,PS,50.5,PPD/PSD,CDS/PP,PCP-PEV,37.1,6.8,3.4,0.3
1995,Figueira de Castelo Rodrigo,FIGUEIRA DE CASTELO RODRIGO,PPD/PSD,45.6,PS,CDS/PP,PCP-PEV,44,6.8,1.8,0
1995,Melgaço,MELGAÃ‡O,PS,50,PPD/PSD,CDS/PP,PCP-PEV,41.3,5.6,1.3,0
1995,Castelo de Paiva,CASTELO DE PAIVA,PS,48,PPD/PSD,CDS/PP,PCP-PEV,44,5.1,1.5,0
1995,Penafiel,PENAFIEL,PS,46,PPD/PSD,CDS/PP,PCP-PEV,42.2,6.1,3.8,0.2
1995,Mourão,MOURÃƒO,PS,56,PPD/PSD,PCP-PEV,CDS/PP,26.1,10,5.4,0
1995,Vila Flor,VILA FLOR,PPD/PSD,42.9,PS,CDS/PP,PCP-PEV,42,11.4,2.5,0
1995,Tábua,TÃ\u0081BUA,PPD/PSD,49.5,PS,CDS/PP,PCP-PEV,41.1,6.1,1.3,0
1995,Seixal,SEIXAL,PS,46.3,PCP-PEV,PPD/PSD,CDS/PP,23.5,19.1,7.7,1.7
1995,Coruche,CORUCHE,PS,44.1,PCP-PEV,PPD/PSD,CDS/PP,26.7,19.8,5.8,2.1
1995,Cascais,CASCAIS,PS,39.2,PPD/PSD,CDS/PP,PCP-PEV,35.6,12.8,9,1.6
1995,Sardoal,SARDOAL,PS,48.5,PPD/PSD,CDS/PP,PCP-PEV,38.2,7.3,2.7,1.6
1995,Ourique,OURIQUE,PS,42.7,PPD/PSD,PCP-PEV,CDS/PP,33.3,19.3,2.1,0.8
1995,Murça,MURÃ‡A,PPD/PSD,44.9,PS,CDS/PP,PCP-PEV,37.5,13.7,1.2,0.3
1995,Montemor-o-Novo,MONTEMOR-O-NOVO,PCP-PEV,41.3,PS,PPD/PSD,CDS/PP,34.5,17.5,3.6,1.8
1995,Peniche,PENICHE,PS,48.7,PPD/PSD,PCP-PEV,CDS/PP,31.8,8.8,8.6,0.3
1995,Nisa,NISA,PS,53.8,PPD/PSD,PCP-PEV,CDS/PP,25.5,10.6,5.3,2.7
1995,Miranda do Douro,MIRANDA DO DOURO,PPD/PSD,47.6,PS,CDS/PP,PCP-PEV,44.5,5.4,0.9,0
1995,Vendas Novas,VENDAS NOVAS,PS,39.1,PCP-PEV,PPD/PSD,CDS/PP,30.7,21.5,6,1
1995,Redondo,REDONDO,PS,43.2,PCP-PEV,PPD/PSD,CDS/PP,28.2,17.8,5.7,3.4
1995,Freixo de Espada à Cinta,FREIXO DE ESPADA Ã€ CINTA,PS,47.6,PPD/PSD,CDS/PP,PCP-PEV,42.7,6.1,1.8,0
1995,Mora,MORA,PCP-PEV,36.5,PS,PPD/PSD,CDS/PP,33.3,22.5,3.9,2.1
1995,Boticas,BOTICAS,PPD/PSD,59.8,PS,CDS/PP,PCP-PEV,33.4,3.4,1.2,0
1995,Mira,MIRA,PS,48.2,PPD/PSD,CDS/PP,PCP-PEV,41.9,7.2,1.4,0
1995,Oeiras,OEIRAS,PS,43.8,PPD/PSD,CDS/PP,PCP-PEV,31.1,10.9,10.7,1.8
1995,Vizela,VIZELA,n.d.,,,,,,,,
1995,Aljustrel,ALJUSTREL,PS,44.4,PCP-PEV,PPD/PSD,CDS/PP,41.3,8.7,2.3,2
1995,Guarda,GUARDA,PS,53.9,PPD/PSD,CDS/PP,PCP-PEV,31.4,10.7,2.2,0
1995,Paredes de Coura,PAREDES DE COURA,PS,51.3,PPD/PSD,CDS/PP,PCP-PEV,38.3,5.3,2.5,0.4
1995,Castelo Branco,CASTELO BRANCO,PS,58.3,PPD/PSD,CDS/PP,PCP-PEV,28.3,8.8,2.8,0
1995,Soure,SOURE,PS,59.4,PPD/PSD,CDS/PP,PCP-PEV,29.8,4.5,4.1,0
1995,Chaves,CHAVES,PPD/PSD,49.1,PS,CDS/PP,PCP-PEV,39.9,6.8,2.1,0
1995,Ponte da Barca,PONTE DA BARCA,PPD/PSD,51.9,PS,CDS/PP,PCP-PEV,39.4,5.8,1.7,0
1995,Alandroal,ALANDROAL,PS,38.8,PCP-PEV,PPD/PSD,CDS/PP,38.2,16.1,2.7,2.9
1995,Vidigueira,VIDIGUEIRA,PS,44,PCP-PEV,PPD/PSD,CDS/PP,30.1,17.1,3.9,2.9
1995,Mealhada,MEALHADA,PS,56.4,PPD/PSD,CDS/PP,PCP-PEV,30.8,6.1,4.4,0.4
1995,Vieira do Minho,VIEIRA DO MINHO,PPD/PSD,46.4,PS,CDS/PP,PCP-PEV,38.1,10.1,2.8,0.5
1995,Mêda,MÃŠDA,PPD/PSD,49.5,PS,CDS/PP,PCP-PEV,32,14,1.8,0
1995,Santo Tirso,SANTO TIRSO,PS,50.2,PPD/PSD,CDS/PP,PCP-PEV,36.6,8.1,3.7,0
1995,Vila Nova de Foz Côa,VILA NOVA DE FOZ CÃ”A,PPD/PSD,46.8,PS,CDS/PP,PCP-PEV,42.2,8,1.7,0
1995,Ponte de Lima,PONTE DE LIMA,PPD/PSD,49.9,PS,CDS/PP,PCP-PEV,26.6,19.1,3.1,0
1995,Évora,Ã‰VORA,PS,47,PPD/PSD,PCP-PEV,CDS/PP,21.7,21.6,6.6,1.5
1995,Cabeceiras de Basto,CABECEIRAS DE BASTO,PS,47,PPD/PSD,CDS/PP,PCP-PEV,44.4,5.7,1,0.1
1995,Cartaxo,CARTAXO,PS,55.3,PPD/PSD,PCP-PEV,CDS/PP,22.3,10.8,8.7,0.7
1995,Marinha Grande,MARINHA GRANDE,PS,46.4,PCP-PEV,PPD/PSD,CDS/PP,21.8,20.1,8.2,1.2
1995,Moura,MOURA,PS,50,PCP-PEV,PPD/PSD,CDS/PP,26.1,14.7,3.8,3.5
1995,Oleiros,OLEIROS,PPD/PSD,64.1,PS,CDS/PP,UDP,27.4,6.7,0.5,0
1995,Carregal do Sal,CARREGAL DO SAL,PPD/PSD,50.6,PS,CDS/PP,PCP-PEV,35.7,10.4,1.8,0
1995,Ansião,ANSIÃƒO,PPD/PSD,59.4,PS,CDS/PP,PCP-PEV,30.8,7.6,0.9,0
1995,Trancoso,TRANCOSO,PPD/PSD,50.8,PS,CDS/PP,PCP-PEV,33.5,11.6,1.8,0
1995,Lisboa,LISBOA,PS,43.2,PPD/PSD,CDS/PP,PCP-PEV,31.2,10.8,10.8,2.2
1995,Pinhel,PINHEL,PPD/PSD,46.4,PS,CDS/PP,PCP-PEV,38.5,11.2,1.9,0
1995,Arraiolos,ARRAIOLOS,PCP-PEV,42.7,PS,PPD/PSD,CDS/PP,33,17.1,3.5,2
1995,Espinho,ESPINHO,PS,48.9,PPD/PSD,CDS/PP,PCP-PEV,34.8,7.9,6.6,0.3
1995,Covilhã,COVILHÃƒ,PS,60,PPD/PSD,PCP-PEV,CDS/PP,23.2,7.7,7.1,0.1
1995,Ponte de Sor,PONTE DE SOR,PS,42.8,PCP-PEV,PPD/PSD,CDS/PP,24.6,21.9,5.3,3.6
1995,Almeirim,ALMEIRIM,PS,56.8,PPD/PSD,PCP-PEV,CDS/PP,21.1,12.4,6.8,1.4
1995,Amadora,AMADORA,PS,47.2,PPD/PSD,PCP-PEV,CDS/PP,25.3,15.8,8.1,1.9
1995,Manteigas,MANTEIGAS,PS,49.3,PPD/PSD,CDS/PP,PCP-PEV,28.1,14.3,6.5,0
1995,Fornos de Algodres,FORNOS DE ALGODRES,PPD/PSD,47.5,PS,CDS/PP,PCP-PEV,39.3,10.7,1.2,0
1995,Alcanena,ALCANENA,PS,44.1,PPD/PSD,CDS/PP,PCP-PEV,33.7,11.3,8.7,0
1995,Golegã,GOLEGÃƒ,PS,48.7,PPD/PSD,PCP-PEV,CDS/PP,20.5,18.2,8.7,1.9
1995,Armamar,ARMAMAR,PPD/PSD,51.2,PS,CDS/PP,PCP-PEV,30,12.2,3.8,0.4
1995,Viseu,VISEU,PPD/PSD,41.8,PS,CDS/PP,PCP-PEV,41.6,13.4,1.6,0
1995,Albergaria-a-Velha,ALBERGARIA-A-VELHA,PPD/PSD,45.6,PS,CDS/PP,PCP-PEV,33.4,17.7,2,0
1995,Cantanhede,CANTANHEDE,PPD/PSD,48.8,PS,CDS/PP,PCP-PEV,40,8.4,1.6,0
1995,Rio Maior,RIO MAIOR,PPD/PSD,42.1,PS,CDS/PP,PCP-PEV,41.5,11.9,2.6,0
1995,Alcobaça,ALCOBAÃ‡A,PPD/PSD,43.7,PS,CDS/PP,PCP-PEV,40.2,10.5,3.8,0
1995,Portimão,PORTIMÃƒO,PS,51.8,PPD/PSD,CDS/PP,PCP-PEV,27.2,10.3,7.9,0.9
1995,Lourinhã,LOURINHÃƒ,PPD/PSD,52,PS,CDS/PP,PCP-PEV,33.6,10.6,1.7,0
1995,Portel,PORTEL,PCP-PEV,41.8,PS,PPD/PSD,PCTP/MRPP,39.7,12.8,2.4,1.7
1995,Vila Nova de Cerveira,VILA NOVA DE CERVEIRA,PS,47.9,PPD/PSD,CDS/PP,PCP-PEV,41.3,7.2,1.9,0.1
1995,Faro,FARO,PS,49.7,PPD/PSD,CDS/PP,PCP-PEV,29,9.9,8.7,0.8
1995,Vila Franca de Xira,VILA FRANCA DE XIRA,PS,48.8,PCP-PEV,PPD/PSD,CDS/PP,21.2,20.1,6.7,1.5
1995,Montalegre,MONTALEGRE,PPD/PSD,49.4,PS,CDS/PP,PCP-PEV,43.9,3.4,1.2,0
1995,Vale de Cambra,VALE DE CAMBRA,PPD/PSD,39.4,PS,CDS/PP,PCP-PEV,35.3,22.1,1.5,0
1995,Ílhavo,Ã\u008dLHAVO,PPD/PSD,43.6,PS,CDS/PP,PCP-PEV,36.3,15.7,2.8,0
1995,Mondim de Basto,MONDIM DE BASTO,PPD/PSD,51,PS,CDS/PP,PCP-PEV,25.5,18,1.9,2.2
1995,Alcoutim,ALCOUTIM,PS,53.8,PPD/PSD,PCP-PEV,CDS/PP,33.2,6.9,3.3,0.5
1995,Celorico de Basto,CELORICO DE BASTO,PPD/PSD,52.2,PS,CDS/PP,PCP-PEV,31,13.1,1.4,0.3
1995,Caminha,CAMINHA,PS,48.4,PPD/PSD,CDS/PP,PCP-PEV,37,7.4,5.3,0
1995,Oliveira do Hospital,OLIVEIRA DO HOSPITAL,PPD/PSD,46.9,PS,CDS/PP,PCP-PEV,41.4,9.1,0.9,0
1995,Salvaterra de Magos,SALVATERRA DE MAGOS,PS,54.9,PPD/PSD,PCP-PEV,CDS/PP,19.4,13.6,8,2.3
1995,Palmela,PALMELA,PS,48,PCP-PEV,PPD/PSD,CDS/PP,21.5,18,7.8,2.9
1995,Castro Daire,CASTRO DAIRE,PPD/PSD,50.3,PS,CDS/PP,PCP-PEV,34.4,11.9,1.1,0
1995,São Pedro do Sul,SÃƒO PEDRO DO SUL,PS,43.9,PPD/PSD,CDS/PP,PCP-PEV,42.8,8.1,2.9,0
1995,Seia,SEIA,PS,49.9,PPD/PSD,CDS/PP,PCP-PEV,37.9,7.5,3.3,0
1995,Paredes,PAREDES,PPD/PSD,49.9,PS,CDS/PP,PCP-PEV,35.9,9.9,2.9,0
1995,Estarreja,ESTARREJA,PPD/PSD,47.7,PS,CDS/PP,PCP-PEV,35.3,12,3.4,0
1995,Guimarães,GUIMARÃƒES,PS,51.9,PPD/PSD,CDS/PP,PCP-PEV,29.7,9.4,6.7,0.7
1995,Sabrosa,SABROSA,PPD/PSD,50.4,PS,CDS/PP,PCP-PEV,37.8,7,2.2,0.4
1995,Cinfães,CINFÃƒES,PS,44.4,PPD/PSD,CDS/PP,PCP-PEV,43.8,7.6,1.6,0.7
1995,Gavião,GAVIÃƒO,PS,63.6,PPD/PSD,PCP-PEV,CDS/PP,18.1,10.1,3.9,2
1995,Arganil,ARGANIL,PPD/PSD,49.4,PS,CDS/PP,PCP-PEV,42.2,5.2,1.3,0
1995,Odivelas,ODIVELAS,n.d.,,,,,,,,
1995,Sintra,SINTRA,PS,46.6,PPD/PSD,PCP-PEV,CDS/PP,28.3,12,9.1,2.1
1995,Ferreira do Alentejo,FERREIRA DO ALENTEJO,PS,54.3,PCP-PEV,PPD/PSD,CDS/PP,27.8,11.8,2.8,1.6
1995,Porto,PORTO,PS,44.6,PPD/PSD,CDS/PP,PCP-PEV,34.9,10.1,8.7,0.3
1995,Amares,AMARES,PPD/PSD,46.6,PS,CDS/PP,PCP-PEV,34.5,15.1,2.1,0
1995,Arcos de Valdevez,ARCOS DE VALDEVEZ,PPD/PSD,53.2,PS,CDS/PP,PCP-PEV,34.4,8,2.2,0
1995,Tavira,TAVIRA,PS,53,PPD/PSD,CDS/PP,PCP-PEV,31,7.8,4.8,0.5
1995,Lagoa,LAGOA,PS,52.4,PPD/PSD,CDS/PP,PCP-PEV,29.5,8,7.3,0.9
1995,Loulé,LOULÃ‰,PS,46,PPD/PSD,CDS/PP,PCP-PEV,39.1,8.6,3.9,0
1995,Odemira,ODEMIRA,PS,49.8,PCP-PEV,PPD/PSD,CDS/PP,22.8,17.7,4.5,3
1995,Braga,BRAGA,PS,46.5,PPD/PSD,CDS/PP,PCP-PEV,33.3,10.5,7.6,0.2
1995,Aljezur,ALJEZUR,PS,58.2,PPD/PSD,PCP-PEV,CDS/PP,17.4,11.7,7.3,2.6
1995,Marco de Canaveses,MARCO DE CANAVESES,PPD/PSD,44.1,PS,CDS/PP,PCP-PEV,43.1,8.5,2.1,0.2
1995,Góis,GÃ“IS,PS,51.9,PPD/PSD,CDS/PP,PSR,42.1,3.3,0.9,0
1995,Sernancelhe,SERNANCELHE,PPD/PSD,44.3,PS,CDS/PP,PCP-PEV,32.2,20.9,0.6,0
1995,Ourém,OURÃ‰M,PPD/PSD,64,PS,CDS/PP,PCP-PEV,21.3,12,1.2,0
1995,Penamacor,PENAMACOR,PS,55.7,PPD/PSD,CDS/PP,PCP-PEV,30.6,10.4,1.3,0
1995,Sines,SINES,PS,46.8,PCP-PEV,PPD/PSD,CDS/PP,25.9,15.4,6.5,3.4
1995,Torres Novas,TORRES NOVAS,PS,51.3,PPD/PSD,PCP-PEV,CDS/PP,28.5,8.8,8.5,0.5
1995,Amarante,AMARANTE,PS,49.2,PPD/PSD,CDS/PP,PCP-PEV,41.8,4.6,2.4,0.2
1995,Penacova,PENACOVA,PPD/PSD,45.9,PS,CDS/PP,PCP-PEV,44,5.8,2.5,0
1995,Póvoa de Varzim,PÃ“VOA DE VARZIM,PPD/PSD,44.1,PS,CDS/PP,PCP-PEV,36.8,14.4,3.6,0
1995,Santiago do Cacém,SANTIAGO DO CACÃ‰M,PS,44.2,PCP-PEV,PPD/PSD,CDS/PP,23.8,19.3,6.8,3.8
1995,Águeda,Ã\u0081GUEDA,PPD/PSD,42,PS,CDS/PP,PCP-PEV,39.3,14,3.2,0
1995,Arronches,ARRONCHES,PS,54,PPD/PSD,PCP-PEV,CDS/PP,25.6,11.9,5.5,1.3
1995,Figueira da Foz,FIGUEIRA DA FOZ,PS,52.4,PPD/PSD,CDS/PP,PCP-PEV,31,8,6.4,0
1995,Mação,MAÃ‡ÃƒO,PPD/PSD,44.1,PS,CDS/PP,PCP-PEV,39.5,10.5,3.1,0.1
1995,Mértola,MÃ‰RTOLA,PS,42.5,PCP-PEV,PPD/PSD,PCTP/MRPP,37.2,12.2,3.5,2
1995,Vila Nova de Famalicão,VILA NOVA DE FAMALICÃƒO,PS,47.4,PPD/PSD,CDS/PP,PCP-PEV,37,9.6,4.3,0.3
1995,Vila Nova da Barquinha,VILA NOVA DA BARQUINHA,PS,55,PPD/PSD,CDS/PP,PCP-PEV,25.1,8.4,8.1,1.4
1995,Arouca,AROUCA,PPD/PSD,54.5,PS,CDS/PP,PCP-PEV,27.4,15,1.1,0.3
1995,Sabugal,SABUGAL,PPD/PSD,44,PS,CDS/PP,PCP-PEV,41.2,10.5,1.5,0
1995,Alvaiázere,ALVAIÃ\u0081ZERE,PPD/PSD,72.6,PS,CDS/PP,PCP-PEV,17.2,8.7,0.4,0
1995,Óbidos,Ã“BIDOS,PS,46.8,PPD/PSD,CDS/PP,PCP-PEV,36.8,10,4.2,0
1995,Marvão,MARVÃƒO,PS,52.5,PPD/PSD,CDS/PP,PCP-PEV,30.3,9.7,3,1.5
1995,Aveiro,AVEIRO,PPD/PSD,39.4,PS,CDS/PP,PCP-PEV,38.2,17.3,3.3,0
1995,Portalegre,PORTALEGRE,PS,53.5,PPD/PSD,CDS/PP,PCP-PEV,30.2,7.5,6.4,0.5
1995,Tabuaço,TABUAÃ‡O,PPD/PSD,43.4,PS,CDS/PP,PCP-PEV,36,17.9,1,0
1995,Serpa,SERPA,PCP-PEV,40.6,PS,PPD/PSD,CDS/PP,37.4,15.8,3.4,1.4
1995,Penela,PENELA,PPD/PSD,56.8,PS,CDS/PP,PCP-PEV,36.4,3.8,1.1,0
1995,Valpaços,VALPAÃ‡OS,PPD/PSD,57.1,PS,CDS/PP,PCP-PEV,30.3,9.3,0.9,0.3
1995,Paços de Ferreira,PAÃ‡OS DE FERREIRA,PPD/PSD,48.7,PS,CDS/PP,PCP-PEV,38.6,7.8,3.7,0
1995,Vila Nova de Gaia,VILA NOVA DE GAIA,PS,49.2,PPD/PSD,CDS/PP,PCP-PEV,34.6,7.5,7,0.1
1995,Alter do Chão,ALTER DO CHÃƒO,PS,43,PPD/PSD,PCP-PEV,CDS/PP,25.7,17.8,8.2,3.3
1995,Condeixa-a-Nova,CONDEIXA-A-NOVA,PS,55.8,PPD/PSD,PCP-PEV,CDS/PP,30.5,6.6,5.1,0
1995,Belmonte,BELMONTE,PS,60.7,PPD/PSD,CDS/PP,PCP-PEV,27.9,6.5,3.3,0
1995,Aguiar da Beira,AGUIAR DA BEIRA,PPD/PSD,48.8,PS,CDS/PP,PCP-PEV,31.4,17.1,1,0
1995,Vila Pouca de Aguiar,VILA POUCA DE AGUIAR,PPD/PSD,48.1,PS,CDS/PP,PCP-PEV,41.1,6.2,1.8,0.5
1995,Pombal,POMBAL,PPD/PSD,55.5,PS,CDS/PP,PCP-PEV,32,9.6,1.3,0
1995,Tondela,TONDELA,PPD/PSD,49.4,PS,CDS/PP,PCP-PEV,33.2,14.1,1.6,0
1995,Mangualde,MANGUALDE,PS,44.9,PPD/PSD,CDS/PP,PCP-PEV,42.2,9,2,0
1995,Macedo de Cavaleiros,MACEDO DE CAVALEIROS,PPD/PSD,40,PS,CDS/PP,PCP-PEV,39.6,17.4,1.6,0
1995,Moita,MOITA,PS,40.6,PCP-PEV,PPD/PSD,CDS/PP,33.9,15.1,5.7,3.1
1995,Torres Vedras,TORRES VEDRAS,PS,44,PPD/PSD,PCP-PEV,CDS/PP,36.2,9.2,7.5,1.2
1995,Ribeira de Pena,RIBEIRA DE PENA,PPD/PSD,52.8,PS,CDS/PP,PSR,36.5,6.9,0.8,1.2
1995,Viana do Castelo,VIANA DO CASTELO,PS,42.8,PPD/PSD,CDS/PP,PCP-PEV,36,11,8.3,0.1
1995,Pampilhosa da Serra,PAMPILHOSA DA SERRA,PPD/PSD,54.1,PS,CDS/PP,UDP,39.2,3.6,0.8,0.4
1995,Vila Nova de Poiares,VILA NOVA DE POIARES,PS,46.2,PPD/PSD,CDS/PP,PCP-PEV,42.4,7.1,2,0
1995,Monforte,MONFORTE,PS,53.5,PPD/PSD,PCP-PEV,CDS/PP,17.5,15.6,7.7,3.4
1995,Vagos,VAGOS,PPD/PSD,58.1,CDS/PP,PS,PCP-PEV,22.8,17.7,0.5,0
1995,Castro Marim,CASTRO MARIM,PS,60,PPD/PSD,PCP-PEV,CDS/PP,27.7,4.7,4.5,0.8
1995,Mortágua,MORTÃ\u0081GUA,PPD/PSD,47.2,PS,CDS/PP,PCP-PEV,42.8,5.9,2.4,0
1995,Porto de Mós,PORTO DE MÃ“S,PPD/PSD,44.4,PS,CDS/PP,PCP-PEV,34.7,17,2.3,0
1995,Monção,MONÃ‡ÃƒO,PPD/PSD,45.3,PS,CDS/PP,PCP-PEV,35.3,15.9,2.1,0
1995,Barreiro,BARREIRO,PS,44.2,PCP-PEV,PPD/PSD,CDS/PP,32.9,13.7,5.6,2.1
1995,Barrancos,BARRANCOS,PS,51.2,PCP-PEV,PPD/PSD,CDS/PP,28.6,11.4,4.2,1.3
1995,Sobral de Monte Agraço,SOBRAL DE MONTE AGRAÃ‡O,PS,42.1,PPD/PSD,PCP-PEV,CDS/PP,22.9,22,7.6,3.3
1995,Vila Verde,VILA VERDE,PPD/PSD,47.7,PS,CDS/PP,PCP-PEV,30.8,17.9,1.6,0
1995,Matosinhos,MATOSINHOS,PS,54.5,PPD/PSD,CDS/PP,PCP-PEV,29.8,7.1,7,0.1
1995,Montijo,MONTIJO,PS,44.5,PPD/PSD,PCP-PEV,CDS/PP,23.7,18.7,8.4,2.9
1995,Nelas,NELAS,PS,47.4,PPD/PSD,CDS/PP,PCP-PEV,40,9.3,1.8,0
1995,São João da Pesqueira,SÃƒO JOÃƒO DA PESQUEIRA,PPD/PSD,42.5,PS,CDS/PP,PCP-PEV,41.2,11.1,2.2,1
1995,Vila do Conde,VILA DO CONDE,PS,52.5,PPD/PSD,CDS/PP,PCP-PEV,36.1,6.4,3.9,0
1995,Batalha,BATALHA,PPD/PSD,50.1,PS,CDS/PP,PCP-PEV,26.7,20.8,1,0
1995,Elvas,ELVAS,PS,59,PPD/PSD,CDS/PP,PCP-PEV,21.8,8.6,7.2,1.7
1995,Leiria,LEIRIA,PPD/PSD,48.1,PS,CDS/PP,PCP-PEV,33.3,14.5,2.6,0
1995,Vila Nova de Paiva,VILA NOVA DE PAIVA,PPD/PSD,48.9,PS,CDS/PP,PCP-PEV,25.7,21.6,1,0.1
1995,Maia,MAIA,PS,48,PPD/PSD,CDS/PP,PCP-PEV,36,8.3,6.1,0
1995,Grândola,GRÃ‚NDOLA,PS,41.2,PCP-PEV,PPD/PSD,CDS/PP,32.6,17.1,3.8,3.9
1995,Arruda dos Vinhos,ARRUDA DOS VINHOS,PS,49.7,PPD/PSD,PCP-PEV,CDS/PP,27.2,11.2,8.4,1.5
1995,Albufeira,ALBUFEIRA,PS,49.4,PPD/PSD,CDS/PP,PCP-PEV,33.6,9.1,5.4,0.1
1995,Sever do Vouga,SEVER DO VOUGA,PPD/PSD,55.7,PS,CDS/PP,PCP-PEV,24.2,17.6,1.3,0
1995,Idanha-a-Nova,IDANHA-A-NOVA,PS,62,PPD/PSD,CDS/PP,PCP-PEV,27.3,5.7,2.1,0.1
1995,Estremoz,ESTREMOZ,PS,44.4,PPD/PSD,PCP-PEV,CDS/PP,27.4,17.1,7.3,2
1995,Vila Velha de Ródão,VILA VELHA DE RÃ“DÃƒO,PS,58.4,PPD/PSD,PCP-PEV,CDS/PP,30.1,5.5,3.8,0.4
1995,Fundão,FUNDÃƒO,PS,62.4,PPD/PSD,CDS/PP,PCP-PEV,28.2,5.5,2.2,0
1995,Anadia,ANADIA,PPD/PSD,49.6,PS,CDS/PP,PCP-PEV,33.8,13.4,1.8,0
1995,Santa Maria da Feira,SANTA MARIA DA FEIRA,PS,49.5,PPD/PSD,CDS/PP,PCP-PEV,37.5,9,2.5,0
1995,Baião,BAIÃƒO,PS,54.8,PPD/PSD,CDS/PP,PCP-PEV,37.8,3.6,1.7,0
1995,Almeida,ALMEIDA,PPD/PSD,44.3,PS,CDS/PP,PCP-PEV,38.8,12.9,1.7,0
1995,Monchique,MONCHIQUE,PS,52.3,PPD/PSD,PCP-PEV,CDS/PP,33.7,6.1,5.1,0
1995,Caldas da Rainha,CALDAS DA RAINHA,PPD/PSD,41.1,PS,CDS/PP,PCP-PEV,40.3,12.7,4.1,0
