Ano,NomeConcelho,CodNomeConcelho,TaxaAbstencao,Brancos,Nulos
2002,Entroncamento,ENTRONCAMENTO,34.9,1.5,0.7
2002,Vila Viçosa,VILA VIÃ‡OSA,40.9,0.9,0.5
2002,Vila de Rei,VILA DE REI,29.4,1.1,1.8
2002,Figueiró dos Vinhos,FIGUEIRÃ“ DOS VINHOS,30.8,0.9,1.3
2002,Fronteira,FRONTEIRA,31.5,0.7,0.9
2002,Trofa,TROFA,31.5,1,1
2002,Penedono,PENEDONO,48.1,1.2,1.5
2002,Alijó,ALIJÃ“,41.9,0.5,1.5
2002,Mesão Frio,MESÃƒO FRIO,43.9,0.8,0.7
2002,Castanheira de Pêra,CASTANHEIRA DE PÃŠRA,38.3,1.1,1.3
2002,Chamusca,CHAMUSCA,42.5,1,1.1
2002,Valença,VALENÃ‡A,41.4,0.9,0.9
2002,Alenquer,ALENQUER,35.8,1.1,0.9
2002,São João da Madeira,SÃƒO JOÃƒO DA MADEIRA,35.5,1.3,0.5
2002,Bragança,BRAGANÃ‡A,44.8,0.8,1
2002,Vila do Bispo,VILA DO BISPO,38.7,0.8,0.9
1999,Vila Real de Santo António,VILA REAL DE SANTO ANTÃ“NIO,47.7,1.2,1
1999,Nazaré,NAZARÃ‰,43.4,1.3,0.9
1999,Oliveira do Bairro,OLIVEIRA DO BAIRRO,34.8,0.7,1.1
1999,Cuba,CUBA,36.3,0.7,0.8
1999,Santa Marta de Penaguião,SANTA MARTA DE PENAGUIÃƒO,40.6,0.7,1.2
1999,Tarouca,TAROUCA,48.3,0.5,1.2
1999,Montemor-o-Velho,MONTEMOR-O-VELHO,43.9,0.8,1
1999,Alvito,ALVITO,34,1.2,0.8
1999,Proença-a-Nova,PROENÃ‡A-A-NOVA,33.6,0.8,1.1
1999,Constância,CONSTÃ‚NCIA,32.2,1.2,1.5
1999,Alcácer do Sal,ALCÃ\u0081CER DO SAL,38.7,0.9,0.9
1999,Reguengos de Monsaraz,REGUENGOS DE MONSARAZ,41.6,0.9,1.1
1999,Celorico da Beira,CELORICO DA BEIRA,39.8,0.5,1.6
1999,Murtosa,MURTOSA,47,0.7,0.9
1999,Miranda do Corvo,MIRANDA DO CORVO,35.8,0.8,1.1
1999,Penalva do Castelo,PENALVA DO CASTELO,43.4,0.8,1.3
1999,Ovar,OVAR,38.5,1,0.7
1999,Azambuja,AZAMBUJA,38.2,1.2,1
1999,Lamego,LAMEGO,41.2,0.7,1.1
1999,Coimbra,COIMBRA,37.3,1.3,0.7
1999,Loures,LOURES,34.7,1.4,0.9
1999,São Brás de Alportel,SÃƒO BRÃ\u0081S DE ALPORTEL,41,1.6,1.1
1999,Póvoa de Lanhoso,PÃ“VOA DE LANHOSO,33.9,0.5,0.8
1999,Abrantes,ABRANTES,39.5,1.2,1.1
1999,Terras de Bouro,TERRAS DE BOURO,38.9,0.4,1
1999,Esposende,ESPOSENDE,34.4,0.8,1
1999,Vinhais,VINHAIS,51.3,0.6,1
1999,Vimioso,VIMIOSO,50.5,0.6,1.8
1999,Almada,ALMADA,38.4,1.3,0.9
1999,Alfândega da Fé,ALFÃ‚NDEGA DA FÃ‰,37.7,0.8,1.5
1999,Cadaval,CADAVAL,44.9,1,1.2
1999,Castelo de Vide,CASTELO DE VIDE,33.3,1.5,0.8
1999,Lousada,LOUSADA,34.2,0.5,0.7
1999,Crato,CRATO,34.2,1.4,1
1999,Bombarral,BOMBARRAL,42.2,1,0.9
1999,Sousel,SOUSEL,33.1,1.6,1.1
1999,Oliveira de Frades,OLIVEIRA DE FRADES,37.4,0.9,0.9
1999,Viana do Alentejo,VIANA DO ALENTEJO,44,1.1,1.2
1999,Campo Maior,CAMPO MAIOR,38.8,1.2,0.6
1999,Silves,SILVES,42.1,1.3,1.4
1999,Valongo,VALONGO,33.3,1.1,0.9
1999,Sertã,SERTÃƒ,36.3,0.8,1.4
1999,Barcelos,BARCELOS,28.6,0.7,0.7
1999,Borba,BORBA,34.7,0.7,0.9
1999,Beja,BEJA,38.8,1.2,0.7
1999,Lagos,LAGOS,39.5,1.4,0.9
1999,Vila Real,VILA REAL,35.8,0.8,1.2
1999,Gondomar,GONDOMAR,34.2,1.3,0.8
1999,Almodôvar,ALMODÃ”VAR,43.1,0.8,1.9
1999,Benavente,BENAVENTE,44.6,1.4,0.9
1999,Sátão,SÃ\u0081TÃƒO,40.4,0.8,1.4
1999,Peso da Régua,PESO DA RÃ‰GUA,46.7,0.7,1.2
1999,Sesimbra,SESIMBRA,40,1.5,0.9
1999,Felgueiras,FELGUEIRAS,33.4,0.4,0.8
1999,Mafra,MAFRA,38.1,1.2,1.2
1999,Tomar,TOMAR,38.1,1.3,1.4
1999,Alcochete,ALCOCHETE,39.3,1,0.7
1999,Mirandela,MIRANDELA,45.8,0.8,1
1999,Ferreira do Zêzere,FERREIRA DO ZÃŠZERE,35.5,1,2
1999,Fafe,FAFE,33.9,0.7,0.8
1999,Figueira de Castelo Rodrigo,FIGUEIRA DE CASTELO RODRIGO,38.7,0.7,1.5
1999,Melgaço,MELGAÃ‡O,51.8,0.9,1.2
1999,Castelo de Paiva,CASTELO DE PAIVA,37,0.8,0.9
1999,Penafiel,PENAFIEL,33.1,0.7,0.9
1999,Mourão,MOURÃƒO,38.3,0.9,1.3
1999,Vila Flor,VILA FLOR,40.2,0.7,1.2
1999,Tábua,TÃ\u0081BUA,37.5,0.9,1.4
1999,Seixal,SEIXAL,38.8,1.4,0.9
1999,Coruche,CORUCHE,43.4,1,0.7
1999,Cascais,CASCAIS,40.2,1.4,0.7
1999,Sardoal,SARDOAL,26.4,1.6,1.5
1999,Ourique,OURIQUE,38.1,1.1,1.2
1999,Murça,MURÃ‡A,45.7,1,1.9
1999,Montemor-o-Novo,MONTEMOR-O-NOVO,32.3,0.9,0.7
1999,Peniche,PENICHE,44,1.2,0.9
1999,Nisa,NISA,33.6,1,1.4
1999,Miranda do Douro,MIRANDA DO DOURO,47.3,1.1,1.7
1999,Vendas Novas,VENDAS NOVAS,37.6,1.2,0.8
1999,Redondo,REDONDO,46.7,0.9,0.9
1999,Freixo de Espada à Cinta,FREIXO DE ESPADA Ã€ CINTA,38.6,1.1,0.9
1999,Mora,MORA,36.1,1.1,0.9
1999,Boticas,BOTICAS,44.4,0.3,1.5
1999,Mira,MIRA,40.5,1,1.1
1999,Oeiras,OEIRAS,35.5,1.4,0.7
1999,Vizela,VIZELA,32.1,0.3,0.6
1999,Aljustrel,ALJUSTREL,38.3,1.2,1
1999,Guarda,GUARDA,35.5,1.1,1.5
1999,Paredes de Coura,PAREDES DE COURA,45.3,0.8,1.3
1999,Castelo Branco,CASTELO BRANCO,34.7,1,1
1999,Soure,SOURE,39.7,1,1.4
1999,Chaves,CHAVES,42.8,1.1,1.3
1999,Ponte da Barca,PONTE DA BARCA,40.4,0.7,0.6
1999,Alandroal,ALANDROAL,40,0.3,0.8
1999,Vidigueira,VIDIGUEIRA,39.3,0.9,1.2
1999,Mealhada,MEALHADA,40.6,1.1,1
1999,Vieira do Minho,VIEIRA DO MINHO,40.2,0.4,0.9
1999,Mêda,MÃŠDA,44.1,0.6,1.7
1999,Santo Tirso,SANTO TIRSO,31.9,0.6,0.8
1999,Vila Nova de Foz Côa,VILA NOVA DE FOZ CÃ”A,40.9,0.5,1.2
1999,Ponte de Lima,PONTE DE LIMA,32.3,0.6,1.4
1999,Évora,Ã‰VORA,37.3,1.2,0.8
1999,Cabeceiras de Basto,CABECEIRAS DE BASTO,37.9,0.6,1
1999,Cartaxo,CARTAXO,37,1.2,1
1999,Marinha Grande,MARINHA GRANDE,39.3,1.5,0.9
1999,Moura,MOURA,51.1,0.8,0.9
1999,Oleiros,OLEIROS,38.9,0.7,1.3
1999,Carregal do Sal,CARREGAL DO SAL,42.8,0.7,1.3
1999,Ansião,ANSIÃƒO,33.9,0.7,0.8
1999,Trancoso,TRANCOSO,44.8,0.8,1.6
1999,Lisboa,LISBOA,39.5,1.2,0.8
1999,Pinhel,PINHEL,47.9,0.9,1.5
1999,Arraiolos,ARRAIOLOS,33.1,0.9,1.2
1999,Espinho,ESPINHO,31.8,1.2,0.7
1999,Covilhã,COVILHÃƒ,36.3,0.8,1.1
1999,Ponte de Sor,PONTE DE SOR,38.5,1,0.8
1999,Almeirim,ALMEIRIM,40,1.1,0.8
1999,Amadora,AMADORA,38,1.2,0.9
1999,Manteigas,MANTEIGAS,43.2,0.9,1.2
1999,Fornos de Algodres,FORNOS DE ALGODRES,33.8,0.3,1.4
1999,Alcanena,ALCANENA,34.3,1.5,1
1999,Golegã,GOLEGÃƒ,37.5,0.9,0.8
1999,Armamar,ARMAMAR,39.1,0.3,1.9
1999,Viseu,VISEU,37.8,1,1
1999,Albergaria-a-Velha,ALBERGARIA-A-VELHA,38.6,0.9,0.8
1999,Cantanhede,CANTANHEDE,38.6,1,1
1999,Rio Maior,RIO MAIOR,37.1,1.1,1.2
1999,Alcobaça,ALCOBAÃ‡A,35.1,1.3,1
1999,Portimão,PORTIMÃƒO,39.6,1.5,1
1999,Lourinhã,LOURINHÃƒ,39.1,1.2,1.1
1999,Portel,PORTEL,41.3,0.7,0.9
1999,Vila Nova de Cerveira,VILA NOVA DE CERVEIRA,34.1,1,1
1999,Faro,FARO,41.9,1.5,1.1
1999,Vila Franca de Xira,VILA FRANCA DE XIRA,36.9,1.2,0.7
1999,Montalegre,MONTALEGRE,45.9,0.7,1.3
1999,Vale de Cambra,VALE DE CAMBRA,32.7,1.1,1.1
1999,Ílhavo,Ã\u008dLHAVO,44.1,1.3,0.7
1999,Mondim de Basto,MONDIM DE BASTO,47.8,0.2,1
1999,Alcoutim,ALCOUTIM,39.3,0.4,1.6
1999,Celorico de Basto,CELORICO DE BASTO,38.9,0.5,1.1
1999,Caminha,CAMINHA,35.1,1.2,1
1999,Oliveira do Hospital,OLIVEIRA DO HOSPITAL,36.6,0.7,1.2
1999,Salvaterra de Magos,SALVATERRA DE MAGOS,49.6,1,1
1999,Palmela,PALMELA,41.5,1.2,1.1
1999,Castro Daire,CASTRO DAIRE,43.7,0.5,1.3
1999,São Pedro do Sul,SÃƒO PEDRO DO SUL,40.9,1.1,1.1
1999,Seia,SEIA,40.3,1.1,1.3
1999,Paredes,PAREDES,35.8,0.7,0.9
1999,Estarreja,ESTARREJA,40.1,0.8,0.8
1999,Guimarães,GUIMARÃƒES,32.4,0.8,0.7
1999,Sabrosa,SABROSA,40.6,0.6,1.3
1999,Cinfães,CINFÃƒES,51.4,0.3,1.5
1999,Gavião,GAVIÃƒO,34.8,0.8,1.4
1999,Arganil,ARGANIL,34.5,1.2,1.2
1999,Odivelas,ODIVELAS,35.8,1.4,0.8
1999,Sintra,SINTRA,38.9,1.4,0.8
1999,Ferreira do Alentejo,FERREIRA DO ALENTEJO,39.7,0.6,0.7
1999,Porto,PORTO,37.3,1.2,0.6
1999,Amares,AMARES,41.1,0.6,1
1999,Arcos de Valdevez,ARCOS DE VALDEVEZ,48.5,0.6,1.3
1999,Tavira,TAVIRA,41.4,1.4,1.6
1999,Lagoa,LAGOA,40.5,1.1,1
1999,Loulé,LOULÃ‰,44.3,1.5,1.2
1999,Odemira,ODEMIRA,40.7,1,1.4
1999,Braga,BRAGA,29.9,0.9,0.8
1999,Aljezur,ALJEZUR,41.9,1.4,1.8
1999,Marco de Canaveses,MARCO DE CANAVESES,46.3,0.6,0.9
1999,Góis,GÃ“IS,35.4,1.6,1.7
1999,Sernancelhe,SERNANCELHE,43,0.6,1.1
1999,Ourém,OURÃ‰M,35.7,0.9,1
1999,Penamacor,PENAMACOR,42.7,0.7,2.5
1999,Sines,SINES,44.2,1.3,0.7
1999,Torres Novas,TORRES NOVAS,35.8,1.4,1.2
1999,Amarante,AMARANTE,38.7,0.5,1
1999,Penacova,PENACOVA,39.2,0.7,1.2
1999,Póvoa de Varzim,PÃ“VOA DE VARZIM,38.3,0.7,0.8
1999,Santiago do Cacém,SANTIAGO DO CACÃ‰M,39.4,1.3,0.7
1999,Águeda,Ã\u0081GUEDA,38.2,0.8,0.7
1999,Arronches,ARRONCHES,37.1,1.1,0.4
1999,Figueira da Foz,FIGUEIRA DA FOZ,41.2,1.2,1.1
1999,Mação,MAÃ‡ÃƒO,28.1,0.9,1.4
1999,Mértola,MÃ‰RTOLA,42,1.1,1.3
1999,Vila Nova de Famalicão,VILA NOVA DE FAMALICÃƒO,31.9,0.7,0.7
1999,Vila Nova da Barquinha,VILA NOVA DA BARQUINHA,37.3,1.5,1.1
1999,Arouca,AROUCA,37.2,0.6,0.8
1999,Sabugal,SABUGAL,43.2,0.6,2.1
1999,Alvaiázere,ALVAIÃ\u0081ZERE,35.8,0.4,0.8
1999,Óbidos,Ã“BIDOS,42.9,0.9,1
1999,Marvão,MARVÃƒO,37.7,1.1,1.2
1999,Aveiro,AVEIRO,37.2,1.3,0.7
1999,Portalegre,PORTALEGRE,35.2,1.1,0.8
1999,Tabuaço,TABUAÃ‡O,41.4,0.6,1.4
1999,Serpa,SERPA,44.2,1,0.9
1999,Penela,PENELA,38.4,1.3,1.4
1999,Valpaços,VALPAÃ‡OS,47.8,0.4,1.3
1999,Paços de Ferreira,PAÃ‡OS DE FERREIRA,33,0.6,0.6
1999,Vila Nova de Gaia,VILA NOVA DE GAIA,34.2,1.1,0.7
1999,Alter do Chão,ALTER DO CHÃƒO,36.1,0.9,1.1
1999,Condeixa-a-Nova,CONDEIXA-A-NOVA,36.9,1.1,1.2
1999,Belmonte,BELMONTE,38,1,1.6
1999,Aguiar da Beira,AGUIAR DA BEIRA,42,0.4,2.1
1999,Vila Pouca de Aguiar,VILA POUCA DE AGUIAR,49.8,0.5,1.5
1999,Pombal,POMBAL,44.6,0.8,1
1999,Tondela,TONDELA,38.1,1.2,1.1
1999,Mangualde,MANGUALDE,42.9,0.9,1.1
1999,Macedo de Cavaleiros,MACEDO DE CAVALEIROS,45.9,1.1,1.5
1999,Moita,MOITA,42.2,1.2,0.9
1999,Torres Vedras,TORRES VEDRAS,40.2,1.1,0.9
1999,Ribeira de Pena,RIBEIRA DE PENA,44.9,0.2,0.7
1999,Viana do Castelo,VIANA DO CASTELO,35.1,1,0.8
1999,Pampilhosa da Serra,PAMPILHOSA DA SERRA,38.4,0.8,1.1
1999,Vila Nova de Poiares,VILA NOVA DE POIARES,40.6,1.8,1.4
1999,Monforte,MONFORTE,36.5,0.7,1
1999,Vagos,VAGOS,39.9,0.6,1
1999,Castro Marim,CASTRO MARIM,41.2,1.5,1.5
1999,Mortágua,MORTÃ\u0081GUA,44.5,1.5,1.1
1999,Porto de Mós,PORTO DE MÃ“S,33.1,1.2,1
1999,Monção,MONÃ‡ÃƒO,48.5,0.7,0.9
1999,Barreiro,BARREIRO,37.4,1.2,0.9
1999,Barrancos,BARRANCOS,35.8,2.4,1.1
1999,Sobral de Monte Agraço,SOBRAL DE MONTE AGRAÃ‡O,40.3,1.2,1.1
1999,Vila Verde,VILA VERDE,36,0.6,1.1
1999,Matosinhos,MATOSINHOS,34.2,1.2,0.7
1999,Montijo,MONTIJO,44.3,1.2,0.9
1999,Nelas,NELAS,41.7,1.4,1.4
1999,São João da Pesqueira,SÃƒO JOÃƒO DA PESQUEIRA,51.3,0.5,1.4
1999,Vila do Conde,VILA DO CONDE,32.6,0.8,0.6
1999,Batalha,BATALHA,30.4,1.5,1.3
1999,Elvas,ELVAS,42.2,0.7,1
1999,Leiria,LEIRIA,34.7,1.4,0.9
1999,Vila Nova de Paiva,VILA NOVA DE PAIVA,44.1,0.7,1.8
1999,Maia,MAIA,31.4,1.2,0.9
1999,Grândola,GRÃ‚NDOLA,34.9,0.8,0.8
1999,Arruda dos Vinhos,ARRUDA DOS VINHOS,39.8,1.2,0.9
1999,Albufeira,ALBUFEIRA,45.6,1.4,1.2
1999,Sever do Vouga,SEVER DO VOUGA,33.8,0.9,0.9
1999,Idanha-a-Nova,IDANHA-A-NOVA,38.1,0.7,1.7
1999,Estremoz,ESTREMOZ,38.4,1.1,0.9
1999,Vila Velha de Ródão,VILA VELHA DE RÃ“DÃƒO,27,0.7,0.9
1999,Fundão,FUNDÃƒO,38.4,0.7,1.5
1999,Anadia,ANADIA,38.1,1.3,0.9
1999,Santa Maria da Feira,SANTA MARIA DA FEIRA,33.9,0.8,0.7
1999,Baião,BAIÃƒO,42.3,0.4,1.6
1999,Almeida,ALMEIDA,41.6,0.8,1.2
1999,Monchique,MONCHIQUE,32.8,1.3,1.4
1999,Caldas da Rainha,CALDAS DA RAINHA,40.3,1.2,0.8
1999,Santarém,SANTARÃ‰M,35.7,1.4,0.9
1999,Vouzela,VOUZELA,40.2,0.9,0.9
1999,Carrazeda de Ansiães,CARRAZEDA DE ANSIÃƒES,42,0.7,1.4
1999,Gouveia,GOUVEIA,40.2,1,1.6
1999,Moimenta da Beira,MOIMENTA DA BEIRA,45.6,0.7,1.3
1999,Torre de Moncorvo,TORRE DE MONCORVO,42.8,0.9,1.8
1999,Olhão,OLHÃƒO,47.1,1.4,0.9
1999,Pedrógão Grande,PEDRÃ“GÃƒO GRANDE,34.1,0.8,1.5
1999,Oliveira de Azeméis,OLIVEIRA DE AZEMÃ‰IS,33.4,0.8,0.8
1999,Resende,RESENDE,40.9,0.5,1.4
1999,Alpiarça,ALPIARÃ‡A,33.3,0.7,0.4
1999,Mogadouro,MOGADOURO,43,0.6,1.1
1999,Setúbal,SETÃšBAL,39.9,1.1,0.7
1999,Castro Verde,CASTRO VERDE,41.8,1,0.7
1999,Lousã,LOUSÃƒ,33.6,1.4,1.2
1999,Santa Comba Dão,SANTA COMBA DÃƒO,38.6,1.2,1.6
1999,Avis,AVIS,28.1,1.5,0.8
1999,Entroncamento,ENTRONCAMENTO,33.3,1.6,1.1
1999,Vila Viçosa,VILA VIÃ‡OSA,38.4,0.8,0.9
1999,Vila de Rei,VILA DE REI,29,1.4,1.7
1999,Figueiró dos Vinhos,FIGUEIRÃ“ DOS VINHOS,34.6,1.1,1.5
1999,Fronteira,FRONTEIRA,29.9,1.3,1.5
1999,Trofa,TROFA,30.9,0.7,0.8
1999,Penedono,PENEDONO,45.2,0.5,1.3
1999,Alijó,ALIJÃ“,44,0.9,1.6
1999,Mesão Frio,MESÃƒO FRIO,41.3,0.7,0.9
1999,Castanheira de Pêra,CASTANHEIRA DE PÃŠRA,48.5,1.9,1.9
1999,Chamusca,CHAMUSCA,42,0.8,0.8
1999,Valença,VALENÃ‡A,42,0.8,0.9
1999,Alenquer,ALENQUER,37.1,1.1,0.9
1999,São João da Madeira,SÃƒO JOÃƒO DA MADEIRA,34.7,1.1,0.5
1999,Bragança,BRAGANÃ‡A,46.9,1,1.1
1999,Vila do Bispo,VILA DO BISPO,40.4,1,1.1
1995,Vila Real de Santo António,VILA REAL DE SANTO ANTÃ“NIO,32.8,0.6,1
1995,Nazaré,NAZARÃ‰,35.3,0.9,1.2
1995,Oliveira do Bairro,OLIVEIRA DO BAIRRO,31.9,0.6,1.1
1995,Cuba,CUBA,31.7,0.6,1.3
1995,Santa Marta de Penaguião,SANTA MARTA DE PENAGUIÃƒO,36,0.4,1.1
1995,Tarouca,TAROUCA,46.2,0.6,2
1995,Montemor-o-Velho,MONTEMOR-O-VELHO,37.5,0.8,1.5
1995,Alvito,ALVITO,27.9,0.5,1.9
1995,Proença-a-Nova,PROENÃ‡A-A-NOVA,30.8,0.6,1.6
1995,Constância,CONSTÃ‚NCIA,26.7,0.7,0.9
1995,Alcácer do Sal,ALCÃ\u0081CER DO SAL,31.3,0.7,1.4
1995,Reguengos de Monsaraz,REGUENGOS DE MONSARAZ,34,0.7,1.1
1995,Celorico da Beira,CELORICO DA BEIRA,39.5,0.5,1.9
1995,Murtosa,MURTOSA,42.3,0.7,1.2
1995,Miranda do Corvo,MIRANDA DO CORVO,33,0.8,1.7
1995,Penalva do Castelo,PENALVA DO CASTELO,40.9,0.5,1.9
1995,Ovar,OVAR,31.6,0.8,0.8
1995,Azambuja,AZAMBUJA,31.3,0.7,1.5
1995,Lamego,LAMEGO,37,0.6,1.6
1995,Coimbra,COIMBRA,30.6,1,1.1
1995,Loures,LOURES,29.3,1,0.9
1995,São Brás de Alportel,SÃƒO BRÃ\u0081S DE ALPORTEL,34.4,1.2,1.5
1995,Póvoa de Lanhoso,PÃ“VOA DE LANHOSO,31.9,0.4,1.5
1995,Abrantes,ABRANTES,33.6,0.9,1.4
1995,Terras de Bouro,TERRAS DE BOURO,34,0.4,1.1
1995,Esposende,ESPOSENDE,28.4,0.7,1.2
1995,Vinhais,VINHAIS,46.3,0.5,1.6
1995,Vimioso,VIMIOSO,45.1,0.9,2.8
1995,Almada,ALMADA,31.5,0.9,0.9
1995,Alfândega da Fé,ALFÃ‚NDEGA DA FÃ‰,33.2,0.6,1.3
1995,Cadaval,CADAVAL,32.9,0.7,1.2
1995,Castelo de Vide,CASTELO DE VIDE,27.1,1.1,1.5
1995,Lousada,LOUSADA,28.8,0.3,1.2
1995,Crato,CRATO,28.5,1.2,1.4
1995,Bombarral,BOMBARRAL,38.7,0.5,1.2
1995,Sousel,SOUSEL,24.9,0.8,1.2
1995,Oliveira de Frades,OLIVEIRA DE FRADES,30.1,0.9,1.3
1995,Viana do Alentejo,VIANA DO ALENTEJO,36.4,0.8,1.6
1995,Campo Maior,CAMPO MAIOR,30.3,0.7,1
1995,Silves,SILVES,35.6,1,1.5
1995,Valongo,VALONGO,26.5,0.7,1
1995,Sertã,SERTÃƒ,37.8,0.6,2
1995,Barcelos,BARCELOS,27.3,0.6,1.1
1995,Borba,BORBA,27.2,0.6,1.3
1995,Beja,BEJA,31.4,0.6,0.9
1995,Lagos,LAGOS,31.6,1.3,1
1995,Vila Real,VILA REAL,31.7,0.6,1.1
1995,Gondomar,GONDOMAR,27.1,0.8,0.9
1995,Almodôvar,ALMODÃ”VAR,40.7,0.7,1.8
1995,Benavente,BENAVENTE,36.7,0.8,1.1
1995,Sátão,SÃ\u0081TÃƒO,41,0.5,1.6
1995,Peso da Régua,PESO DA RÃ‰GUA,38.2,0.5,1.5
1995,Sesimbra,SESIMBRA,31.2,1,1.1
1995,Felgueiras,FELGUEIRAS,27.9,0.3,1.2
1995,Mafra,MAFRA,33.5,1.2,1.3
1995,Tomar,TOMAR,33.7,1.2,1.4
1995,Alcochete,ALCOCHETE,32.4,0.7,0.7
1995,Mirandela,MIRANDELA,40.6,0.7,1.4
1995,Ferreira do Zêzere,FERREIRA DO ZÃŠZERE,35.9,0.9,2
1995,Fafe,FAFE,31.4,0.5,1.4
1995,Figueira de Castelo Rodrigo,FIGUEIRA DE CASTELO RODRIGO,34.4,0.6,1.7
1995,Melgaço,MELGAÃ‡O,47.7,0.5,1.7
1995,Castelo de Paiva,CASTELO DE PAIVA,30.8,0.7,0.9
1995,Penafiel,PENAFIEL,27.7,0.5,1.2
1995,Mourão,MOURÃƒO,35.5,1.4,1.6
1995,Vila Flor,VILA FLOR,35.4,0.8,1.4
1995,Tábua,TÃ\u0081BUA,33.1,0.8,1.8
1995,Seixal,SEIXAL,31.3,0.9,0.8
1995,Coruche,CORUCHE,36.4,0.7,0.9
1995,Cascais,CASCAIS,33.5,1,0.8
1995,Sardoal,SARDOAL,25.6,0.7,1.1
1995,Ourique,OURIQUE,33.4,0.7,1.1
1995,Murça,MURÃ‡A,41.2,0.6,1.7
1995,Montemor-o-Novo,MONTEMOR-O-NOVO,26.8,0.7,0.7
1995,Peniche,PENICHE,37.9,0.8,1.1
1995,Nisa,NISA,28.8,0.7,1.4
1995,Miranda do Douro,MIRANDA DO DOURO,39,1.1,1.9
1995,Vendas Novas,VENDAS NOVAS,29.1,0.9,0.8
1995,Redondo,REDONDO,35.9,0.8,0.9
1995,Freixo de Espada à Cinta,FREIXO DE ESPADA Ã€ CINTA,35.7,1.3,1.3
1995,Mora,MORA,30.9,0.7,1
1995,Boticas,BOTICAS,41.9,0.3,2.1
1995,Mira,MIRA,35.6,0.7,1.1
1995,Oeiras,OEIRAS,29.5,1,0.7
1995,Vizela,VIZELA,,,
1995,Aljustrel,ALJUSTREL,30.5,0.6,0.7
1995,Guarda,GUARDA,30.7,0.7,1.7
1995,Paredes de Coura,PAREDES DE COURA,43.5,0.7,1.5
1995,Castelo Branco,CASTELO BRANCO,30.8,0.7,1.2
1995,Soure,SOURE,36.1,1,2.1
1995,Chaves,CHAVES,39.5,0.9,1.6
1995,Ponte da Barca,PONTE DA BARCA,36.8,0.3,1.1
1995,Alandroal,ALANDROAL,30.3,0.4,0.9
1995,Vidigueira,VIDIGUEIRA,34.5,0.6,1.4
1995,Mealhada,MEALHADA,34.9,0.8,1.1
1995,Vieira do Minho,VIEIRA DO MINHO,37.2,0.4,1.7
1995,Mêda,MÃŠDA,41.5,1,1.9
1995,Santo Tirso,SANTO TIRSO,27.7,0.5,1
1995,Vila Nova de Foz Côa,VILA NOVA DE FOZ CÃ”A,36.9,0.6,1.8
1995,Ponte de Lima,PONTE DE LIMA,30.8,0.6,1.2
1995,Évora,Ã‰VORA,31,0.8,0.8
1995,Cabeceiras de Basto,CABECEIRAS DE BASTO,35.7,0.4,1.5
1995,Cartaxo,CARTAXO,30.1,1,1.2
1995,Marinha Grande,MARINHA GRANDE,33.3,1.3,1
1995,Moura,MOURA,46.8,0.6,1.3
1995,Oleiros,OLEIROS,36.2,0.8,1.8
1995,Carregal do Sal,CARREGAL DO SAL,40.3,0.9,1.6
1995,Ansião,ANSIÃƒO,31.9,0.8,1
1995,Trancoso,TRANCOSO,37.7,0.7,2.1
1995,Lisboa,LISBOA,36,0.9,0.9
1995,Pinhel,PINHEL,40.7,0.8,1.6
1995,Arraiolos,ARRAIOLOS,27,0.9,0.8
1995,Espinho,ESPINHO,25.1,0.8,0.7
1995,Covilhã,COVILHÃƒ,31.9,0.5,1.3
1995,Ponte de Sor,PONTE DE SOR,33.1,0.7,1.1
1995,Almeirim,ALMEIRIM,31.1,0.6,0.9
1995,Amadora,AMADORA,32.3,0.8,0.9
1995,Manteigas,MANTEIGAS,31.4,1,1.7
1995,Fornos de Algodres,FORNOS DE ALGODRES,29.7,0.6,1.4
1995,Alcanena,ALCANENA,27.7,0.9,1.3
1995,Golegã,GOLEGÃƒ,29.1,0.8,1.2
1995,Armamar,ARMAMAR,40.8,0.5,1.8
1995,Viseu,VISEU,34.8,0.8,1.1
1995,Albergaria-a-Velha,ALBERGARIA-A-VELHA,33.8,0.8,0.9
1995,Cantanhede,CANTANHEDE,37.7,0.9,1.4
1995,Rio Maior,RIO MAIOR,31.9,0.9,1.2
1995,Alcobaça,ALCOBAÃ‡A,32.1,1.2,1.2
1995,Portimão,PORTIMÃƒO,34.4,0.9,1.1
1995,Lourinhã,LOURINHÃƒ,33.9,1,1.4
1995,Portel,PORTEL,32.6,0.6,1
1995,Vila Nova de Cerveira,VILA NOVA DE CERVEIRA,29.3,0.6,1
1995,Faro,FARO,35.7,1,0.9
1995,Vila Franca de Xira,VILA FRANCA DE XIRA,30.2,0.9,0.8
1995,Montalegre,MONTALEGRE,43.5,0.5,1.7
1995,Vale de Cambra,VALE DE CAMBRA,30.2,0.8,1.2
1995,Ílhavo,Ã\u008dLHAVO,38.4,0.9,0.9
1995,Mondim de Basto,MONDIM DE BASTO,42.5,0.3,1.2
1995,Alcoutim,ALCOUTIM,35.2,0.6,1.7
1995,Celorico de Basto,CELORICO DE BASTO,36.7,0.5,1.6
1995,Caminha,CAMINHA,28.3,0.7,1.3
1995,Oliveira do Hospital,OLIVEIRA DO HOSPITAL,31.5,0.7,1.7
1995,Salvaterra de Magos,SALVATERRA DE MAGOS,40.2,0.8,1
1995,Palmela,PALMELA,34.2,0.8,1
1995,Castro Daire,CASTRO DAIRE,40.3,0.7,1.7
